image_id,healthy,multiple_diseases,rust,scab
Test_0,0.0,0.0,1.0,0.0
Test_1,0.0,0.0,1.0,0.0
Test_2,0.0,0.0,0.0,0.9900000095367432
Test_3,1.0,0.0,0.0,0.0
Test_4,0.0,0.0,1.0,0.0
Test_5,0.49000000953674316,0.14000000059604645,0.11999999731779099,0.25
Test_6,1.0,0.0,0.0,0.0
Test_7,0.0,0.0,0.0,0.9900000095367432
Test_8,0.0,0.0,0.0,1.0
Test_9,0.0,0.0,1.0,0.0
Test_10,0.0,0.0,1.0,0.0
Test_11,0.9300000071525574,0.019999999552965164,0.019999999552965164,0.029999999329447746
Test_12,0.0,0.0,0.0,1.0
Test_13,0.9900000095367432,0.0,0.0,0.0
Test_14,0.0,0.0,0.9900000095367432,0.0
Test_15,0.0,0.0,1.0,0.0
Test_16,0.9700000286102295,0.009999999776482582,0.009999999776482582,0.009999999776482582
Test_17,0.0,0.0,0.0,1.0
Test_18,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.9700000286102295
Test_19,0.0,0.0,1.0,0.0
Test_20,0.0,0.0,0.0,0.9900000095367432
Test_21,0.9900000095367432,0.0,0.0,0.0
Test_22,0.0,0.0,1.0,0.0
Test_23,0.0,0.0,0.0,1.0
Test_24,0.9599999785423279,0.019999999552965164,0.009999999776482582,0.019999999552965164
Test_25,0.0,0.0,0.0,1.0
Test_26,0.019999999552965164,0.029999999329447746,0.009999999776482582,0.9399999976158142
Test_27,0.0,0.0,1.0,0.0
Test_28,1.0,0.0,0.0,0.0
Test_29,0.029999999329447746,0.10999999940395355,0.7699999809265137,0.09000000357627869
Test_30,0.8299999833106995,0.03999999910593033,0.029999999329447746,0.10000000149011612
Test_31,0.029999999329447746,0.17000000178813934,0.7799999713897705,0.019999999552965164
Test_32,0.25,0.25,0.23000000417232513,0.27000001072883606
Test_33,0.0,0.0,0.0,1.0
Test_34,0.0,0.0,0.0,1.0
Test_35,0.0,0.0,0.0,1.0
Test_36,0.0,0.0,1.0,0.0
Test_37,0.09000000357627869,0.17000000178813934,0.05999999865889549,0.6899999976158142
Test_38,0.0,0.0,0.0,1.0
Test_39,0.0,0.0,1.0,0.0
Test_40,0.0,0.0,1.0,0.0
Test_41,0.0,0.0,1.0,0.0
Test_42,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_43,0.8999999761581421,0.019999999552965164,0.05999999865889549,0.019999999552965164
Test_44,0.009999999776482582,0.2199999988079071,0.009999999776482582,0.7599999904632568
Test_45,0.009999999776482582,0.03999999910593033,0.12999999523162842,0.8199999928474426
Test_46,0.07000000029802322,0.10000000149011612,0.05999999865889549,0.7699999809265137
Test_47,0.0,0.0,1.0,0.0
Test_48,0.0,0.0,1.0,0.0
Test_49,0.0,0.0,1.0,0.0
Test_50,0.0,0.03999999910593033,0.9599999785423279,0.0
Test_51,0.0,0.0,1.0,0.0
Test_52,0.0,0.0,1.0,0.0
Test_53,0.0,0.0,1.0,0.0
Test_54,0.019999999552965164,0.03999999910593033,0.019999999552965164,0.9200000166893005
Test_55,0.0,0.0,0.0,1.0
Test_56,0.0,0.0,0.0,0.9900000095367432
Test_57,0.05999999865889549,0.029999999329447746,0.019999999552965164,0.8999999761581421
Test_58,0.0,0.0,0.0,1.0
Test_59,0.0,0.009999999776482582,0.9900000095367432,0.0
Test_60,0.0,0.0,0.0,1.0
Test_61,1.0,0.0,0.0,0.0
Test_62,0.0,0.009999999776482582,0.0,0.9800000190734863
Test_63,0.0,0.0,0.0,0.9900000095367432
Test_64,0.009999999776482582,0.019999999552965164,0.009999999776482582,0.949999988079071
Test_65,0.0,0.0,1.0,0.0
Test_66,1.0,0.0,0.0,0.0
Test_67,0.0,0.0,1.0,0.0
Test_68,0.019999999552965164,0.38999998569488525,0.019999999552965164,0.5699999928474426
Test_69,0.0,0.0,0.9900000095367432,0.0
Test_70,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_71,0.009999999776482582,0.0,0.9900000095367432,0.0
Test_72,0.0,0.0,0.0,1.0
Test_73,0.9900000095367432,0.0,0.0,0.0
Test_74,0.9900000095367432,0.0,0.0,0.0
Test_75,0.0,0.0,0.0,0.9900000095367432
Test_76,0.9900000095367432,0.0,0.0,0.0
Test_77,0.0,0.0,1.0,0.0
Test_78,0.0,0.0,0.0,1.0
Test_79,0.009999999776482582,0.009999999776482582,0.0,0.9800000190734863
Test_80,0.009999999776482582,0.17000000178813934,0.8100000023841858,0.009999999776482582
Test_81,0.0,0.0,0.9900000095367432,0.0
Test_82,0.0,0.009999999776482582,0.9599999785423279,0.029999999329447746
Test_83,0.0,0.0,1.0,0.0
Test_84,0.0,0.0,0.0,0.9900000095367432
Test_85,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_86,0.009999999776482582,0.6899999976158142,0.2800000011920929,0.009999999776482582
Test_87,0.4099999964237213,0.12999999523162842,0.09000000357627869,0.36000001430511475
Test_88,0.0,0.009999999776482582,0.0,0.9800000190734863
Test_89,0.25,0.550000011920929,0.10000000149011612,0.10999999940395355
Test_90,0.0,0.0,1.0,0.0
Test_91,1.0,0.0,0.0,0.0
Test_92,1.0,0.0,0.0,0.0
Test_93,0.0,0.0,1.0,0.0
Test_94,0.0,0.0,0.0,1.0
Test_95,0.9700000286102295,0.009999999776482582,0.009999999776482582,0.009999999776482582
Test_96,0.0,0.0,0.0,1.0
Test_97,0.9599999785423279,0.009999999776482582,0.009999999776482582,0.019999999552965164
Test_98,0.0,0.009999999776482582,0.0,0.9800000190734863
Test_99,0.029999999329447746,0.03999999910593033,0.019999999552965164,0.9100000262260437
Test_100,0.0,0.0,0.0,1.0
Test_101,0.3499999940395355,0.12999999523162842,0.10000000149011612,0.41999998688697815
Test_102,0.0,0.0,0.0,1.0
Test_103,0.029999999329447746,0.5400000214576721,0.029999999329447746,0.38999998569488525
Test_104,0.0,0.0,0.0,1.0
Test_105,0.0,0.0,0.0,1.0
Test_106,1.0,0.0,0.0,0.0
Test_107,0.019999999552965164,0.20000000298023224,0.7599999904632568,0.019999999552965164
Test_108,0.019999999552965164,0.2800000011920929,0.019999999552965164,0.6800000071525574
Test_109,0.20999999344348907,0.4399999976158142,0.1599999964237213,0.1899999976158142
Test_110,1.0,0.0,0.0,0.0
Test_111,0.9599999785423279,0.019999999552965164,0.009999999776482582,0.019999999552965164
Test_112,0.0,0.0,0.9900000095367432,0.0
Test_113,0.009999999776482582,0.019999999552965164,0.009999999776482582,0.9599999785423279
Test_114,0.03999999910593033,0.05999999865889549,0.029999999329447746,0.8700000047683716
Test_115,0.0,0.0,1.0,0.0
Test_116,0.0,0.0,1.0,0.0
Test_117,0.0,0.0,1.0,0.0
Test_118,0.0,0.0,1.0,0.0
Test_119,1.0,0.0,0.0,0.0
Test_120,0.0,0.0,1.0,0.0
Test_121,0.0,0.0,0.9900000095367432,0.0
Test_122,0.0,0.0,1.0,0.0
Test_123,0.0,0.0,1.0,0.0
Test_124,0.0,0.0,0.0,0.9900000095367432
Test_125,0.0,0.009999999776482582,0.0,0.9800000190734863
Test_126,1.0,0.0,0.0,0.0
Test_127,0.0,0.0,0.0,0.9900000095367432
Test_128,0.009999999776482582,0.07000000029802322,0.8999999761581421,0.019999999552965164
Test_129,0.0,0.0,0.9900000095367432,0.0
Test_130,0.0,0.0,0.0,1.0
Test_131,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_132,1.0,0.0,0.0,0.0
Test_133,0.0,0.0,0.0,1.0
Test_134,0.0,0.0,0.0,1.0
Test_135,0.0,0.0,1.0,0.0
Test_136,0.0,0.0,0.0,1.0
Test_137,0.0,0.0,1.0,0.0
Test_138,0.0,0.0,1.0,0.0
Test_139,0.9900000095367432,0.0,0.0,0.0
Test_140,0.0,0.0,1.0,0.0
Test_141,0.0,0.0,0.0,1.0
Test_142,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.9700000286102295
Test_143,0.0,0.0,0.0,1.0
Test_144,1.0,0.0,0.0,0.0
Test_145,0.019999999552965164,0.05000000074505806,0.019999999552965164,0.9100000262260437
Test_146,0.0,0.0,1.0,0.0
Test_147,0.0,0.0,1.0,0.0
Test_148,0.7799999713897705,0.07000000029802322,0.05999999865889549,0.09000000357627869
Test_149,0.0,0.0,0.9900000095367432,0.0
Test_150,0.0,0.0,0.0,1.0
Test_151,0.0,0.0,1.0,0.0
Test_152,0.009999999776482582,0.019999999552965164,0.9700000286102295,0.0
Test_153,0.0,0.0,0.0,1.0
Test_154,0.0,0.0,0.9900000095367432,0.0
Test_155,0.0,0.0,0.9900000095367432,0.0
Test_156,0.0,0.0,0.0,0.9900000095367432
Test_157,0.6800000071525574,0.09000000357627869,0.05999999865889549,0.17000000178813934
Test_158,0.0,0.0,0.0,1.0
Test_159,0.0,0.0,1.0,0.0
Test_160,0.5199999809265137,0.17000000178813934,0.15000000596046448,0.1599999964237213
Test_161,0.029999999329447746,0.09000000357627869,0.019999999552965164,0.8600000143051147
Test_162,0.0,0.0,1.0,0.0
Test_163,0.0,0.0,0.9900000095367432,0.0
Test_164,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.9800000190734863
Test_165,0.0,0.0,0.0,1.0
Test_166,0.0,0.0,1.0,0.0
Test_167,0.0,0.0,1.0,0.0
Test_168,0.0,1.0,0.0,0.0
Test_169,0.0,0.0,1.0,0.0
Test_170,0.019999999552965164,0.029999999329447746,0.019999999552965164,0.9300000071525574
Test_171,0.0,0.0,1.0,0.0
Test_172,0.0,0.0,1.0,0.0
Test_173,0.0,0.0,1.0,0.0
Test_174,0.6200000047683716,0.15000000596046448,0.07999999821186066,0.15000000596046448
Test_175,1.0,0.0,0.0,0.0
Test_176,0.0,0.0,1.0,0.0
Test_177,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.9700000286102295
Test_178,0.0,0.0,0.0,1.0
Test_179,0.0,0.0,1.0,0.0
Test_180,0.009999999776482582,0.05000000074505806,0.9300000071525574,0.009999999776482582
Test_181,0.0,0.0,0.0,1.0
Test_182,0.0,0.0,1.0,0.0
Test_183,1.0,0.0,0.0,0.0
Test_184,0.009999999776482582,0.019999999552965164,0.009999999776482582,0.9700000286102295
Test_185,0.0,0.0,0.0,1.0
Test_186,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.9800000190734863
Test_187,0.0,0.0,1.0,0.0
Test_188,0.0,0.0,1.0,0.0
Test_189,1.0,0.0,0.0,0.0
Test_190,0.1599999964237213,0.17000000178813934,0.5199999809265137,0.15000000596046448
Test_191,0.009999999776482582,0.009999999776482582,0.9800000190734863,0.0
Test_192,0.9599999785423279,0.009999999776482582,0.019999999552965164,0.009999999776482582
Test_193,0.0,0.0,1.0,0.0
Test_194,0.0,0.009999999776482582,0.9900000095367432,0.0
Test_195,0.949999988079071,0.019999999552965164,0.009999999776482582,0.019999999552965164
Test_196,0.0,0.0,0.019999999552965164,0.9800000190734863
Test_197,0.009999999776482582,0.8600000143051147,0.09000000357627869,0.03999999910593033
Test_198,0.019999999552965164,0.029999999329447746,0.019999999552965164,0.9300000071525574
Test_199,0.07000000029802322,0.6600000262260437,0.12999999523162842,0.12999999523162842
Test_200,0.0,0.0,1.0,0.0
Test_201,0.0,0.0,0.0,1.0
Test_202,0.0,0.0,1.0,0.0
Test_203,0.0,0.0,1.0,0.0
Test_204,0.0,0.0,0.0,1.0
Test_205,0.0,0.0,0.0,1.0
Test_206,0.0,0.0,0.0,1.0
Test_207,0.0,0.009999999776482582,0.9900000095367432,0.0
Test_208,0.23000000417232513,0.10999999940395355,0.07000000029802322,0.5799999833106995
Test_209,0.0,0.0,1.0,0.0
Test_210,0.0,0.0,0.0,1.0
Test_211,0.019999999552965164,0.7099999785423279,0.23000000417232513,0.03999999910593033
Test_212,0.0,0.0,1.0,0.0
Test_213,0.0,0.9900000095367432,0.0,0.0
Test_214,0.0,0.0,1.0,0.0
Test_215,0.029999999329447746,0.029999999329447746,0.019999999552965164,0.9200000166893005
Test_216,1.0,0.0,0.0,0.0
Test_217,0.0,0.0,0.0,1.0
Test_218,1.0,0.0,0.0,0.0
Test_219,0.0,0.0,1.0,0.0
Test_220,0.0,0.0,0.0,1.0
Test_221,0.019999999552965164,0.029999999329447746,0.019999999552965164,0.9300000071525574
Test_222,0.0,0.0,1.0,0.0
Test_223,0.0,0.0,1.0,0.0
Test_224,0.23000000417232513,0.25,0.20999999344348907,0.3100000023841858
Test_225,0.9700000286102295,0.009999999776482582,0.009999999776482582,0.009999999776482582
Test_226,0.009999999776482582,0.800000011920929,0.1899999976158142,0.009999999776482582
Test_227,0.0,0.0,0.0,1.0
Test_228,0.0,0.0,1.0,0.0
Test_229,0.0,0.0,1.0,0.0
Test_230,0.019999999552965164,0.7900000214576721,0.029999999329447746,0.1599999964237213
Test_231,0.0,0.0,0.0,0.9900000095367432
Test_232,1.0,0.0,0.0,0.0
Test_233,0.9900000095367432,0.0,0.0,0.0
Test_234,0.0,0.0,0.0,1.0
Test_235,0.0,0.0,0.0,1.0
Test_236,0.029999999329447746,0.05000000074505806,0.7599999904632568,0.1599999964237213
Test_237,0.0,0.0,0.0,1.0
Test_238,0.0,0.0,1.0,0.0
Test_239,0.0,0.0,1.0,0.0
Test_240,0.0,0.0,0.9900000095367432,0.0
Test_241,0.0,0.0,1.0,0.0
Test_242,0.0,0.009999999776482582,0.0,0.9800000190734863
Test_243,0.9900000095367432,0.0,0.0,0.0
Test_244,0.0,0.009999999776482582,0.0,0.9800000190734863
Test_245,0.05999999865889549,0.5400000214576721,0.33000001311302185,0.05999999865889549
Test_246,0.0,0.0,0.0,1.0
Test_247,0.0,0.0,0.0,1.0
Test_248,0.009999999776482582,0.15000000596046448,0.009999999776482582,0.8299999833106995
Test_249,0.019999999552965164,0.03999999910593033,0.07000000029802322,0.8700000047683716
Test_250,1.0,0.0,0.0,0.0
Test_251,0.9200000166893005,0.029999999329447746,0.019999999552965164,0.029999999329447746
Test_252,0.009999999776482582,0.0,0.9900000095367432,0.0
Test_253,0.0,0.0,0.0,1.0
